camera,day,image,x_top,y_top,x_root,y_root,x_root_frac,height_px,conf,image_width
C_004,07_30,LH85.21-C-004_2021-07-30-17-26_CAM789.JPG,478.2784118652344,695.1182250976562,498.6429138183594,793.4595336914062,0.6450749208516939,98.34130859375,0.864798903465271,773
C_004,07_30,LH85.21-C-004_2021-07-30-17-26_CAM789.JPG,177.35031127929688,446.1670837402344,190.05250549316406,754.8106689453125,0.24586352586437782,308.6435852050781,0.8541057109832764,773
C_004,07_30,LH85.21-C-004_2021-07-30-17-26_CAM789.JPG,261.6812438964844,426.0119323730469,272.2950134277344,762.2166748046875,0.3522574559220367,336.2047424316406,0.7914941310882568,773
C_004,07_30,LH85.21-C-004_2021-07-30-17-26_CAM789.JPG,415.7245788574219,448.2611999511719,420.63824462890625,760.2027587890625,0.5441633177605514,311.9415588378906,0.7638685703277588,773
C_004,07_30,LH85.21-C-004_2021-07-30-17-26_CAM789.JPG,571.47607421875,577.1561889648438,580.0094604492188,787.6773681640625,0.7503356538799725,210.52117919921875,0.7580951452255249,773
C_004,08_06,LH85.21-C-004_2021-08-06-18-49_CAM789.JPG,332.4291687011719,468.0965881347656,346.50115966796875,753.0640869140625,0.44825505778521185,284.9674987792969,0.8564231395721436,773
C_004,08_06,LH85.21-C-004_2021-08-06-18-49_CAM789.JPG,182.3047332763672,434.1607360839844,189.08445739746094,747.6673583984375,0.2446111997379831,313.5066223144531,0.847030758857727,773
C_004,08_06,LH85.21-C-004_2021-08-06-18-49_CAM789.JPG,259.3961181640625,440.9793395996094,270.02789306640625,757.0995483398438,0.349324570590435,316.1202087402344,0.8087264895439148,773
C_004,08_06,LH85.21-C-004_2021-08-06-18-49_CAM789.JPG,480.3752136230469,685.3240966796875,490.7319641113281,781.9224243164062,0.634840833261744,96.59832763671875,0.7370232343673706,773
C_004,08_06,LH85.21-C-004_2021-08-06-18-49_CAM789.JPG,415.2449645996094,450.8857116699219,420.2469787597656,763.3724975585938,0.5436571523412234,312.4867858886719,0.6984538435935974,773
C_004,08_06,LH85.21-C-004_2021-08-06-18-49_CAM789.JPG,569.7967529296875,572.474853515625,583.9612426757812,779.7673950195312,0.7554479206672461,207.29254150390625,0.660837709903717,773
C_005,07_11,CO255.21-C-005_2021-07-11-14-43_CAM811.JPG,208.52821350097656,492.35443115234375,224.1581268310547,767.6185913085938,0.28998464014366715,275.26416015625,0.9095376133918762,773
C_005,07_11,CO255.21-C-005_2021-07-11-14-43_CAM811.JPG,288.38067626953125,527.7542724609375,307.4971008300781,764.2503662109375,0.3977970256533999,236.49609375,0.8298294544219971,773
C_005,07_11,CO255.21-C-005_2021-07-11-14-43_CAM811.JPG,519.37060546875,619.1057739257812,537.8489990234375,782.4505615234375,0.6957943066279916,163.34478759765625,0.7016868591308594,773
C_005,07_11,CO255.21-C-005_2021-07-11-14-43_CAM811.JPG,618.822021484375,510.9757995605469,629.5001220703125,780.4393310546875,0.8143597956925129,269.4635314941406,0.6645587682723999,773
C_005,07_11,CO255.21-C-005_2021-07-11-14-43_CAM811.JPG,347.79248046875,539.7852172851562,366.7646179199219,757.4878540039062,0.47446910468295195,217.70263671875,0.39576590061187744,773
C_005,07_18,CO255.21-C-005_2021-07-18-11-39_CAM811.JPG,613.9183959960938,500.4273376464844,621.9713134765625,774.2797241210938,0.8046200691805466,273.8523864746094,0.8986108899116516,773
C_005,07_18,CO255.21-C-005_2021-07-18-11-39_CAM811.JPG,467.8591003417969,600.0716552734375,484.77874755859375,771.7628173828125,0.6271393888209492,171.691162109375,0.8794400095939636,773
C_005,07_18,CO255.21-C-005_2021-07-18-11-39_CAM811.JPG,208.5860595703125,456.6486511230469,221.9078826904297,766.0260009765625,0.28707358692164253,309.3773498535156,0.8687819838523865,773
C_005,07_18,CO255.21-C-005_2021-07-18-11-39_CAM811.JPG,304.67535400390625,476.99334716796875,306.2271728515625,768.988037109375,0.39615416927757113,291.99468994140625,0.7817203402519226,773
C_005,07_18,CO255.21-C-005_2021-07-18-11-39_CAM811.JPG,370.3521728515625,499.3462829589844,367.48907470703125,762.2265014648438,0.47540630621866914,262.8802185058594,0.7081078886985779,773
